Titulo;Autor;Año;Editorial;País;Referencia;Linea;Categoria
Islanders traditional house Saint Andrew Old Providence Saint Catalina. Short Letter of Construction;Banco Central Hipotecario ;;Entorno Ltda;;CNM-004;Tecnología y medio ambiente;Constructivo-Madera
Vivienda en Buenaventura. Tecnologia de paneles estructurales en madera 1. ;"Banco Central Hipotecario; Junta del acuerdo de Cartagena y Corporacion Autonoma del Cauca";;Ediciones Lerner;;CNM-005;Tecnología y medio ambiente;Constructivo-Madera
Cartilla de construccion con madera;Junta del acuerdo de Cartagena ;;Carvajal S.A;;CNM-006;Tecnología y medio ambiente;Constructivo-Madera
;;;;;;;
;;;;;;;
Con Holcim Colombia queda bien;Holcim;2012;Holcim;Colombia;ARS-001;Tecnología y medio ambiente;Arquitectura Sostenible y Sustentable
Eco - nea. Architteture perlo sviluppo sostenible ;Cassati, Cesare M.;1998;1;Italia;ARS-002;Tecnología y medio ambiente;Arquitectura Sostenible y Sustentable
Entre al mundo de la calidad ;;;Pizano S.A;;ARS-003;Tecnología y medio ambiente;Arquitectura Sostenible y Sustentable
Ekotectura. Consecuencias políticas, desafios y propuestas de la Arquitectura frente al Cambio Climático. Ponencias presentadas en el marco del 2 Encuentro Internacional Ekotectura 2011;Ekotectura ;2011;Academia Colombiana de Arquitectura y Diseño;Colombia;ARS-004;Tecnología y medio ambiente;Arquitectura Sostenible y Sustentable
Premio Corona Pro Arquitectura 2005. Hábitat en armonía con la naturaleza y la cultura. Arquitectura de alta calidad ambiental;Corona;2005;Corona;Colombia;ARS-005;Tecnología y medio ambiente;Arquitectura Sostenible y Sustentable
Premio Corona Pro Hábitat Por una vivienda digna para Colombia ;Corona;2007-2009;Corona;Colombia;ARS-006;Tecnología y medio ambiente;Arquitectura Sostenible y Sustentable
Premio Corona Pro Hábitat. Diseño básico para la vivienda. Hábitat, reciclaje y sostenibilidad;Corona;2009-2011;Corona;Colombia;ARS-007;Tecnología y medio ambiente;Arquitectura Sostenible y Sustentable
Premio Corona Pro Hábitat Alojamiento transitorio y vivienda permanente para zonas inundables;Corona;2011-2012;Corona;Colombia;ARS-008;Tecnología y medio ambiente;Arquitectura Sostenible y Sustentable
Premio Corona Pro Hábitat Convocatoria profesional 2013 Escuelas rurales para Colombia;Corona;2013;Corona;Colombia;ARS-009;Tecnología y medio ambiente;Arquitectura Sostenible y Sustentable
Premio Corona Pro Hábitat Vivienda Rural Cafetera;Corona;2015-2016;Corona;Colombia;ARS-010;Tecnología y medio ambiente;Arquitectura Sostenible y Sustentable
Premio Corona Pro Hábitat Espacios comunitarios para pequeñas poblaciones Educación, cultura y recreación;Corona;2015-2016;Corona;Colombia;ARS-011;Tecnología y medio ambiente;Arquitectura Sostenible y Sustentable
Global Holcim Awards Bangkok 2006;Holcim;2006;Holcim;Colombia;ARS-012;Tecnología y medio ambiente;Arquitectura Sostenible y Sustentable
Apuntes de una Metodología para el Diseño Ambiental;Garzón, Henry Oswald;1979;Nueva Arquitectura;Colombia;ARS-013;Tecnología y medio ambiente;Arquitectura Sostenible y Sustentable
Estrategias medioambientales como herramientas de Diseño Sostenible en la formación del Arquitecto;Rodríguez Veloza, Ana Graciela;2009;Universidad La Gran Colombia;Colombia;ARS-014;Tecnología y medio ambiente;Arquitectura Sostenible y Sustentable
Oficinas;Salazar, Jorge Hernán;;Peldar;Colombia;ARS-015;Tecnología y medio ambiente;Arquitectura Sostenible y Sustentable
Comerciales;Salazar, Jorge Hernán;;Peldar;Colombia;ARS-016;Tecnología y medio ambiente;Arquitectura Sostenible y Sustentable
Normativa y ahorro energético en La luz en la arquitectura - Salazar/González. Arqutectura Bioclimática;Szokolay, Steven V;1998;Peldar;;ARS-017;Tecnología y medio ambiente;Arquitectura Sostenible y Sustentable
Calculo y análisis de la lus natural en La luz en la arquitectura - Salazar/González. Arqutectura Bioclimática;Yañez, Guillermo;;Peldar;;ARS-018;Tecnología y medio ambiente;Arquitectura Sostenible y Sustentable
Documentos técnicos de soporte DTS;Alcaldía Mayor de Bogotá ;;Secretaria de Planeación;Colombia;ARS-019;Tecnología y medio ambiente;Arquitectura Sostenible y Sustentable
Energía y tú. Conciencia energética respeto ambiental. Décimo aniversalio energía y tú;Energia y tú;2007;Cubasol;Cuba;ARS-020;Tecnología y medio ambiente;Arquitectura Sostenible y Sustentable
Energía y tú. Conciencia energética respeto ambiental. Tú también puedes hacer un reloj solar;Energia y tú;2009;Cubasol;Cuba;ARS-021;Tecnología y medio ambiente;Arquitectura Sostenible y Sustentable
El confort y el entorno: un dilema habitacional tradicional;Molar Orozco, María Eugenia;2014;Plazas y Valdes;México;ARS-022;Tecnología y medio ambiente;Arquitectura Sostenible y Sustentable
Fundación Corona 1992;Corona;1992;Corona;Colombia;ARS-023;Tecnología y medio ambiente;Arquitectura Sostenible y Sustentable
Premio Corona a la Arquitectura Sistema normalizado en guadua y madera;Corona;1986;Corona;Colombia;ARS-024;Tecnología y medio ambiente;Arquitectura Sostenible y Sustentable
Premio Corona Pro-Arquitectura Modelos de planeamiento y diseño para las aldeas del pacífico;Corona;1988-1993;Corona;Colombia;ARS-025;Tecnología y medio ambiente;Arquitectura Sostenible y Sustentable
Premio Corona Pro-Arquitectura Mejoramiento del barrio San Benito;Rojas Eraso, Anamaría;1994;Corona;Colombia;ARS-026;Tecnología y medio ambiente;Arquitectura Sostenible y Sustentable
Premio Corona Pro-Arquitectura Materiales y sistemas constructivos innovadores aplicados al hábitat popular;Corona;1997;Corona;Colombia;ARS-027;Tecnología y medio ambiente;Arquitectura Sostenible y Sustentable
Premio Corona Pro-Arquitectura Tecnologías ecoeficientes y sismo-resistentes para construir vivienda de interés social en el eje cafetero;Corona;1999;Corona;Colombia;ARS-028;Tecnología y medio ambiente;Arquitectura Sostenible y Sustentable
Premio Corona Pro-Arquitectura Arquitectura sostenible para entornos de aprendizaje en el área rural;Corona;2001;Corona;Colombia;ARS-029;Tecnología y medio ambiente;Arquitectura Sostenible y Sustentable
Acondicionamiento bioclimático;King Binelli, Delia;1994;Universidad Autónoma Metropolitana;México;ARS-030;Tecnología y medio ambiente;Arquitectura Sostenible y Sustentable
Otras caras de la vivienda;Molar Orozco, María Eugenia, Velázquez Lozano, Jesús;2013;Universidad Autónoma de Coahuila;México;ARS-031;Tecnología y medio ambiente;Arquitectura Sostenible y Sustentable
Análisis del desempeño térmico de la cubierta en regiones de clima cálido del trópico;Ramírez Botero, Enrique;2015;Ediciones Uniandes;Colombia;ARS-032;Tecnología y medio ambiente;Arquitectura Sostenible y Sustentable
Eficiencia luminica en arquitectura;Grupo de investigacion en arquitectura, ciudad y educacion;2004;Ediciones Uniandes;Colombia;ARS-033;Tecnología y medio ambiente;Arquitectura Sostenible y Sustentable
Ponencias presentadas durante Ekotectura 2012. Retos de la sostenibilidad en la ciudad del siglo XXI;;2012;Multi-impresos;Colombia;ARS-034;Tecnología y medio ambiente;Arquitectura Sostenible y Sustentable
Análisis de proyectos de arquitectura sostenible;de Garrido, Luis;2008;McGraw-Hill Book Co;España;ARS-035;Tecnología y medio ambiente;Arquitectura Sostenible y Sustentable
Convocatoria Profesional. Vivienda social progresiva para cartagena;Corona;2017;Corona;Colombia;ARS-036;Tecnología y medio ambiente;Arquitectura Sostenible y Sustentable
;;;;;;;
"Programa iberoamericano de ciencia y tecnología para el desarrollo proyecto Cyted XIV. 1. Viviendo y construyendo la necesidad propone el recurso. Proyecto ""autoconstrucción progresiva y participativa""";Escala;1995;Escala;Colombia;GAU-001;Tecnología y medio ambiente;Gestión Ambiental Urbana
Contra el hambre de vivienda Soluciones tecnológicas latinoamericanas;Salas Serrano, Julián;1992;Escala;Colombia;GAU-002;Tecnología y medio ambiente;Gestión Ambiental Urbana
Healthy Homes Barometer 2017. Buildings and their impact on the health of Europeans;VELUX;;VELUX;;GAU-003;Tecnología y medio ambiente;Gestión Ambiental Urbana
Día mundial del hábitat lunes 3 de octubre de 1988. Carpeta de información. La vivienda y la comunidad;Organzación de las Naciones Unidas para los Asentamientos Humanos (Habitat);1988;ONU;Kenya;GAU-004;Tecnología y medio ambiente;Gestión Ambiental Urbana
Habitat News. Women and Shelter development;Organzación de las Naciones Unidas para los Asentamientos Humanos (Habitat);1993;ONU;;GAU-005;Tecnología y medio ambiente;Gestión Ambiental Urbana
Forschungsmagazin der Universität Heidelberg;Ruperto Carola;1998;Ruperto Carola;Alemania;GAU-006;Tecnología y medio ambiente;Gestión Ambiental Urbana
Gestión Ambiental Urbana en Colombia. Investigación. Lineamientos para una política ambientan en Colombia. Subdirección de Medio Ambiente Urbano;"Pacheco M, Margarita; Maya, Augusto; Osorio, Laura; Beracasa, Santiago y Coupe Francoise";1996;Ministerio de Medio Ambiente;Colombia;GAU-007;Tecnología y medio ambiente;Gestión Ambiental Urbana
Articulación de la Gestión Ambiental en el Orden Nacional, Regional y Local informe final;Ruíz Victoria, Guillermo León;2001;Ministerio de Medio Ambiente;Colombia;GAU-008;Tecnología y medio ambiente;Gestión Ambiental Urbana
Agendas Locales Ambientales;;1994;Universidad Católica de Colombia;Colombia;GAU-009;Tecnología y medio ambiente;Gestión Ambiental Urbana
El traspatio de la ciudad. Desafíos, prácticas y recomendaciones de política pública de capacitación frente a la vivienda informal;Swisscontact;2014;Swisscontact;Colombia;GAU-010;Tecnología y medio ambiente;Gestión Ambiental Urbana
Política distrital de ciencia, tecnología e innovación (versión síntesis);Alcaldía Mayor de Bogotá ;2007;Secretaria de Planeación;Colombia;GAU-011;Tecnología y medio ambiente;Gestión Ambiental Urbana
Potential impacts of climate change on biodiversity in Central America, Mexico and the Dominican Republic;;2008;Cathalac;Panamá;GAU-012;Tecnología y medio ambiente;Gestión Ambiental Urbana
El medio ambiente en la planificación del desarrollo. Informe Final;Congreso Interamericano de Planificación;1985;;Colombia;GAU-013;Tecnología y medio ambiente;Gestión Ambiental Urbana
Manual para la construcción por autogestión comunitaria ;SENA Servicio Nacional de Aprendizaje;1991;SENA;Colombia;GAU-014;Tecnología y medio ambiente;Gestión Ambiental Urbana
Recuperación del Hábitat XVII Congreso Nacional de Arquitectos;Sociedad Colombiana de Arquitectos;1982;SCA;Colombia;GAU-015;Tecnología y medio ambiente;Gestión Ambiental Urbana
Una aproximación al Estado de la Gestión Ambiental de las ciudades en Colombia;Ministerio de Medio Ambiente;2002;;Colombia;GAU-016;Tecnología y medio ambiente;Gestión Ambiental Urbana
VII Seminario internacional del medio ambiente y desarrollo sostenible. Salud y medio ambiente;Universidad del Bosque;2005;Universidad del Bosque;Colombia;GAU-017;Tecnología y medio ambiente;Gestión Ambiental Urbana
Líderes de la calidad y el medio ambiente 2004;La Nota economica;2004;La Nota economica;Colombia;GAU-018;Tecnología y medio ambiente;Gestión Ambiental Urbana
Programa nacional de estudios ambientales urbanos Colombia;Maya, Augusto y Velasquez Barrero, Luz Stella;1993;;Colombia;GAU-019;Tecnología y medio ambiente;Gestión Ambiental Urbana
Colombia: un país de oportunidades;Mineria Colombiana;2008;Anafalit;Colombia;GAU-020;Tecnología y medio ambiente;Gestión Ambiental Urbana
Latinoamerica Sostenible;Latinoamerica Sostenible;2011;;Colombia;GAU-021;Tecnología y medio ambiente;Gestión Ambiental Urbana
Informe Estamos creando una nueva ciudad;Alcaldía Mayor de Bogotá ;1999;Alcaldía Mayor de Bogotá ;Colombia;GAU-022;Tecnología y medio ambiente;Gestión Ambiental Urbana
Política de EUA contra las Drogas;Red Impresa;1998;Red Impresa;EE.UU;GAU-023;Tecnología y medio ambiente;Gestión Ambiental Urbana
Desarrollo Sustentable1;Red Impresa;1997;Red Impresa;EE.UU;GAU-024;Tecnología y medio ambiente;Gestión Ambiental Urbana
Cambio Climático 2;Red Impresa;1998;Red Impresa;EE.UU;GAU-025;Tecnología y medio ambiente;Gestión Ambiental Urbana
Revista del Medio ambiente;Medio Ambiente;;Offset tec;;GAU-026;Tecnología y medio ambiente;Gestión Ambiental Urbana
"Deforestación evitadda. Una guia REDD + Colombia. Ministerios de Ambiete, Vivienda y Desarrollo Territorial; Conversación Internacional de Colombia; Fondo Nacional para la Naturaleza (WWF)";"Ortega-P., S. C.; Garcia-Guerrero, C-A; Ruíz, J.; Vargas, J. D.";2010;;Colombia;GAU-027;Tecnología y medio ambiente;Gestión Ambiental Urbana
Mi amiga la tierra. Preparemonos para el próximos terremoto;Instituto Nacional de Investigaciones Geológico Mineras, Ingeominas;1995;Icono Editores;Colombia;GAU-028;Tecnología y medio ambiente;Gestión Ambiental Urbana
Una mirada a nuestro mundo 50 años en el futuro;Wallace, Mike;2008;Grupo Nelson;EE.UU;GAU-029;Tecnología y medio ambiente;Gestión Ambiental Urbana
Bioerosión en la costa pacífica colombiana;"Cantera K., Jaime R; Neira O., Raul; Ricaurte, Constanza";;Findi FEN Colombia;Colombia;GAU-030;Tecnología y medio ambiente;Gestión Ambiental Urbana
Cuadernos de Ingenieria No.1 Modelos matemáticos aplicados en la cuencia magdalena-cauca;Sánches de la Calle, Alberto y Estrada Sanchez, Alfonso;;Universidad La Gran Colombia;Colombia;GAU-031;Tecnología y medio ambiente;Gestión Ambiental Urbana
Plan Nacional para la prevencion y atencion de desastres;Ministerio del interior;;Ministerio del Interior;Colombia;GAU-032;Tecnología y medio ambiente;Gestión Ambiental Urbana
Mi amiga el agua. Prevencion frente a inundaciones lentas y repentinas;Fondo Nacional de Calamidades, PNUD y DHA-UNDRO;1997;Servigraphic Ltda;Colombia;GAU-033;Tecnología y medio ambiente;Gestión Ambiental Urbana
Mi amigo el viento. Prevención contra huracanes;Fondo Nacional de Calamidades, PNUD y DHA-UNDRO;1996;Servigraphic Ltda;Colombia;GAU-034;Tecnología y medio ambiente;Gestión Ambiental Urbana
Mi amigo el bosque. Prevencion de incendios forestales;Fondo Nacional de Calamidades, PNUD y DHA-UNDRO;1996;Servigraphic Ltda;Colombia;GAU-035;Tecnología y medio ambiente;Gestión Ambiental Urbana
1° Salón del medio ambiente urbano;Universidad Nacional de Colombia;1987;Universidad Nacional;Colombia;GAU-036;Tecnología y medio ambiente;Gestión Ambiental Urbana
Habitat. Centro de las Naciones Unidas para los Asentamientos Humanos (hábitat) Proyectos de cooperación en América Latina y el Caribe;Centro de las Naciones Unidas para los Asentamientos Humanos (hábitat);1989;ONU;;GAU-037;Tecnología y medio ambiente;Gestión Ambiental Urbana
Habitat. Unites Nations centre for human settlements (habitat) Technical co-operation projects in Latin America and the Caribbean;Unites Nations centre for human settlements (habitat);1989;ONU;;GAU-038;Tecnología y medio ambiente;Gestión Ambiental Urbana
Guía técnica para inspección de edificaciones después de un sismo. Manual de campo;Alcaldía Mayor de Bogotá;2009;ICONTEC;Colombia;GAU-039;Tecnología y medio ambiente;Gestión Ambiental Urbana
Del residuo al material. Mineria a la inversa;Bedoya Montoya, Carlos Mauricio;2015;Biblioteca jurídica DIKE;Panamá;GAU-040;Tecnología y medio ambiente;Gestión Ambiental Urbana
Descentralización y meio ambiente en colombia;Quijano Sánchez, Henry;2012;Konrad Adenauer Stiftung;Colombia;GAU-041;Tecnología y medio ambiente;Gestión Ambiental Urbana
El ABC de la tecnología 1;SENA Servicio Nacional de Aprendizaje;1986;SENA;Colombia;GAU-042;Tecnología y medio ambiente;Gestión Ambiental Urbana
El ABC de la tecnología 2;SENA Servicio Nacional de Aprendizaje;1986;SENA;Colombia;GAU-043;Tecnología y medio ambiente;Gestión Ambiental Urbana
El ABC de la tecnología 3;SENA Servicio Nacional de Aprendizaje;1986;SENA;Colombia;GAU-044;Tecnología y medio ambiente;Gestión Ambiental Urbana
El medio ambiente en la planificacion del desarrollo;Sociedad Colombiana de Planificación;1986;Comunicadores Técnicos  Ltda.;Colombia;GAU-045;Tecnología y medio ambiente;Gestión Ambiental Urbana
